tittle,text,domain,topic
"Khởi tố cặp “nữ quái” chuyên cung cấp ma túy, thuốc lắc"," Theo tài liệu cơ quan điều tra, vào khoảng 18h15 ngày 3/12, tại đường Hà Tông Chính thuộc phường Nguyễn Du, Công an TP Hà Tĩnh tuần tra, phát hiện đối tượng nữ có biểu hiện nghi vấn. Ngay lập tức, các trinh sát đã tiến hành kiểm tra túi xách của đối tượng, phát hiện bọc giấy có 1 túi nilon đựng 5 viên nén hình tròn màu xanh chất MDMA (thuốc lắc) có khối lượng 1,7934g.",dantri.com.vn,An ninh 
Dùng dao đâm chết người vì xích mích lúc đổ xăng," Ngày 9/12, tin từ Công an huyện Bố Trạch (Quảng Bình) cho biết vẫn đang tiếp tục điều tra, làm rõ vụ án mạng khiến một người tử vong vừa xảy ra tại địa bàn.
 Sự việc nói trên xảy ra vào khoảng 9h30 ngày 8/12, tại cây xăng dầu thị trấn Hoàn Lão, huyện Bố Trạch. Thời điểm này, ông Hoàng Dũng Sỹ (SN 1959, trú huyện Bố Trạch) đến đổ xăng thì xe máy bị đổ và vấp phải xe máy của anh Nguyễn Đức Th. (SN 1987, trú thị trấn Hoàn Lão) làm cả 2 xe bị đổ xuống đất.",dantri.com.vn,An ninh 
"Quên khóa ô tô, nữ tài xế bị ""khoắng"" sạch tài sản","Ngày 9/12, Công an TP Đà Lạt (Lâm Đồng) cho biết, đang tạm giữ hình sự và tiếp tục củng cố hồ sơ để xử lý vụ “Trộm cắp tài sản – Tàng trữ trái phép chất ma túy” đối với Hoàng Hồ Dũng (39 tuổi) và Trần Ngọc Hiển (31 tuổi, cùng ngụ tại phường 6, TP Đà Lạt).",dantri.com.vn,An ninh 
"Lừa bán bé gái 14 tuổi, bắt luôn người giải cứu để đòi tiền chuộc"," Ngày 9/12, thông tin từ Phòng Cảnh sát Hình sự Công an tỉnh Nghệ An cho biết, đơn vị vừa khởi tố vụ án, khởi tố bị can, tạm giam 4 tháng đối với Lang Thị Liên (SN 1984, trú xã Mậu Đức, Con Cuông, Nghệ An) về tội “Mua bán trẻ em”.",dantri.com.vn,An ninh 
"Đòi nợ 60 triệu không được, ép nạn nhân viết giấy vay... 400 triệu"," Cơ quan Cảnh sát điều tra Công an TP Vĩnh Yên (Vĩnh Phúc) vừa cho biết, đơn vị này đã ra Quyết định khởi tố vụ án, khởi tố bị can đối với 4 đối tượng, gồm: Phùng Duy Tài (26 tuổi) và Đỗ Minh Hoàng (28 tuổi) cùng trú ở TP Vĩnh Yên; Phạm Văn Thành (20 tuổi) và Tạ Văn Nhiên (19 tuổi) cùng trú tại huyện Yên Lạc (Vĩnh Phúc) về hành vi cướp tài sản",dantri.com.vn,An ninh 
Vụ chạy thận chết người: Cựu giám đốc bệnh viện bị truy tố từ 3-12 năm tù," Theo nội dung bản cáo trạng, bị can Trương Quý Dương – Giám đốc BVĐK tỉnh Hòa Bình, với vai trò là người đứng đầu bệnh viện đã không thực hiện đầy đủ nhiệm vụ được giao, buông lỏng trong công tác quản lý, chỉ đạo, điều hành, thiếu kiểm tra thường xuyên đối với cấp dưới, để cho cấp dưới có những vi phạm nghiêm trọng trong một thời gian dài.",dantri.com.vn,Y tế 
"Sau ly hôn vợ, tình nhân đòi chia tay nên ra tay sát hại","Người dân phường Mỹ Phước, thị xã Bến Cát, Bình Dương chưa hết bàng hoàng về vụ án mạng tại một phòng trọ ở địa phương vì nạn nhân hơn 40 tuổi chết trong tình trạng lõa thể, còn nghi phạm không ai khác là người tình của chị này.",dantri.com.vn,Đời sống 
"Đuổi theo kẻ ném chất bẩn, chủ nhà bị gãy chân","Ngày 9-12, CAH Lạng Giang, Bắc Giang cho biết, đơn vị đang điều tra vụ ném chất bẩn khiến một người bị thương. Thông tin ban đầu cho biết, đêm 7-12, trong khi đang ngủ, gia đình chị Phạm (48 tuổi, trú tại phố Vôi, thị trấn Vôi), nghe thấy tiếng ném vào cửa sắt nên đi ra xem.",dantri.com.vn,An ninh 
Đối tượng cuối cùng trong vụ trốn khỏi trại tạm giam Kiên Giang đã bị bắt,"Khoảng 4h sáng nay 8-12, biết mình không trốn khỏi sự vây bắt của lực lượng Công an nên Quân đã đến Công an phường An Khánh, Quận Ninh Kiều, TP Cần Thơ đầu thú sau 3 ngày trốn khỏi nơi giam giữ cùng 2 bị can khác.",dantri.com.vn,An ninh 
“Siêu máy bay” A350 sẽ chở CĐV Việt Nam đi Malaysia cổ vũ chung kết lượt đi," Theo Vietnam Airlines, trong 6 chuyến bay tăng cường đi Kuala Lumpur, có 3 chuyến khởi hành từ Hà Nội, 2 chuyến từ TPHCM và 1 chuyến từ Đà Nẵng.
 Đặc biệt, trong các chuyến bay tăng thêm, Vietnam Airlines bố trí máy bay A350-900 hiện đại, tiện nghi với số ghế nhiều hơn (305 chỗ), bên cạnh các máy bay A321 với tiêu chuẩn 4 sao quốc tế để phục vụ các cổ động viên.",dantri.com.vn,Thể thao 
Thưởng 20.000 USD cho đội tuyển cờ vua Việt Nam tại Olympiad 2018," Một lần nữa, Cờ vua Việt Nam lại khẳng định đẳng cấp trên đấu trường Quốc tế. Tại lễ vinh danh đội tuyển cờ Vua Việt Nam ngày 13/10 vừa qua, Nam A Bank thưởng 20.000USD để ghi nhận thành công của đội tuyển trong Giải Cờ vua Đồng đội Thế giới Olypiad 2018",dantri.com.vn,Thể thao 
Trường Sơn giành HCV tại giải cờ vua đồng đội thế giới 2018," Hạng 7 chung cuộc cũng là hạng cao nhất của cờ vua Việt Nam tại các kỳ Olympiad từ trước đến nay, ngang với thành tích năm 2012. Thành tích cụ thể của đội nam là 6 trận thắng, 4 trận hoà, chỉ thua 1 trận.",dantri.com.vn,Thể thao 
Chuyện về chàng sinh viên Luật - Kiện tướng Lê Tuấn Minh," Hôm nay, chúng tôi liên lạc vào số máy của Lê Tuấn Minh thì mẹ cậu bắt máy. Hỏi xin được nói chuyện với Lê Tuấn Minh thì bà Nguyễn Thị Ngoan (mẹ Tuấn Minh) dịu dàng nói: “Cho tôi đại diện trả lời Tuấn Minh nhé, hôm nay em phải đến trường học và để tập trung tốt nhất cho việc học nên em không mang theo điện thoại”.
 Kiện tướng – sinh viên Lê Tuấn Minh",dantri.com.vn,Thể thao 
Tiền đạo Malaysia: “Tôi đã có cách vượt qua hàng thủ đội tuyển Việt Nam”," Ở trận đấu vòng bảng AFF Cup 2018, Norshahrul Idlan Talaha đã không thể hiện được gì vì bị kéo xuống sâu. Dù vậy, anh vẫn là chân sút vô cùng đáng sợ của Malaysia. Từ đầu giải, tiền đạo 32 tuổi đã ghi 5 bàn thắng cho ĐTQG.",dantri.com.vn,Thể thao 
Bộ Công Thương yêu cầu doanh nghiệp đầu mối xả xăng dầu dự trữ,"Để ứng cứu cho những nơi thiếu cục bộ, Bộ trưởng Nguyễn Hồng Diên yêu cầu các đơn vị đầu mối vốn nhà nước xuất lượng xăng dầu dự trữ thương mại.",vnexpress.net,Kinh tế 
Chạy trốn mùi hoa sữa,"Đến Bắc California vào cuối tháng chín, trong tiết trời se se và khô lạnh của khu vực vùng vịnh San Francisco, tôi tràn đầy háo hức trước ngôi trường mới.",vnexpress.net,Đời sống 
Lạm phát Indonesia hạ nhiệt nhờ quả ớt,"Lạm phát của Indonesia trong tháng 10 tăng chậm lại nhờ giá thực phẩm, đặc biệt là ớt, đi xuống.",vnexpress.net,Kinh tế 
Nga nối lại thỏa thuận ngũ cốc Ukraine,"Nga xác nhận tiếp tục tham gia thỏa thuận ngũ cốc Ukraine sau khi Kiev ""đảm bảo đầy đủ"" phi quân sự hóa hàng lang vận chuyển trên biển.",vnexpress.net,Chính trị 
Manh mối triệt phá đường dây mua bán hàng chục trẻ sơ sinh,"Phát hiện người phụ nữ hay lang thang ở bệnh viện sản có dấu hiệu bất thường, các trinh sát theo dõi, lần ra đường dây buôn bán trẻ em quy mô lớn.",vnexpress.net,An ninh 
VKS đề nghị bác đơn kêu oan của ông Lê Tùng Vân,"VKS cho rằng, tòa cấp sơ thẩm đã xét xử ông Lê Tùng Vân và đồng phạm đúng pháp luật, đề nghị tòa phúc thẩm bác đơn kêu oan của các bị cáo.",vnexpress.net,An ninh 
Đà Nẵng lập quy hoạch đô thị sân bay,"UBND TP Đà Nẵng muốn chỉnh trang đô thị hiện hữu, làm đường hầm ngang qua sân bay để kết nối các khu dân cư phía tây bắc với khu trung tâm...",vnexpress.net,Giao thông 
Công ty cải tạo bị cáo buộc gây ra vụ sập cầu Ấn Độ,"Giới chức Ấn Độ cáo buộc công ty chuyên sản xuất đồng hồ Oreva, bên nhận cải tạo cầu treo Morbi, chịu trách nhiệm vụ sập cầu khiến 135 người chết.",vnexpress.net,An ninh 
Bụi mịn có mùi hôi bay vào nhà dân,"Hơn 1.000 nhà dân ở Khu kinh tế Dung Quất bị bụi màu trắng, có mùi hôi gây buồn nôn bay vào, chưa rõ nguồn gốc.",vnexpress.net,Đời sống 
Hủy nổ 5 quả bom,"Năm quả bom nặng tổng cộng hơn một tấn, cùng nhiều vật liệu nổ do Mỹ sản xuất được di chuyển gần 60 km đến thao trường Phổ Nhơn để hủy nổ.",vnexpress.net,Đời sống 
Sông chảy qua TP Bà Rịa nổi bọt trắng xóa,"Sông Dinh chảy qua TP Bà Rịa nổi bọt trắng xóa, cao tầm 20 cm, kéo dài vài km, bốc mùi hôi thối.",vnexpress.net,Đời sống 
Khan hiếm vé tàu Tết về miền Trung,"Sau một tuần mở bán vé Tết, nhiều đoàn tàu ở một số chặng đi miền Trung như Đà Nẵng, Quảng Ngãi, Huế... đã kín chỗ khiến nhiều người không thể đặt mua.",vnexpress.net,Thời sự 
"Cháy nhà, hai mẹ con tử vong","Lửa bùng lên tại căn nhà thuộc phường Châu Phú A, TP Châu Đốc, khiến hai mẹ con tử vong, sáng 2/11.",vnexpress.net,Thời sự 
Cầu lún gần nửa mét ở Quảng Nam,"Cầu Quyết Thắng bắc qua sông Vàng, nối xã Ba và Tư, huyện Đông Giang, bị sụt lún gần nửa mét trong đêm 1/11 khiến mặt cầu uốn lượn",vnexpress.net,Thời sự 
Bão Nalgae giảm cường độ,"Sớm 2/11, tâm bão Nalgae cách Hong Kong (Trung Quốc) khoảng 260 km về phía đông nam, giảm hai cấp so với sáng qua, còn 102 km/h, cấp 10.",vnexpress.net,Thời sự 
Di dời xóm nhà thuyền sau 40 năm tồn tại,62 hộ dân với hơn 150 nhân khẩu sống ở xóm nhà thuyền trên sông Tam Bạc sẽ nhận 10 triệu đồng mỗi hộ để di dời đi nơi khác.,vnexpress.net,Đời sống
Nước ngập đỏ ngầu ở khu dân cư Sài Gòn,"Sau cơn mưa, một số tuyến đường tại quận Tân Phú bị bủa vây bởi dòng nước màu đỏ, nồng nặc mùi hoá chất, ảnh hưởng hàng trăm hộ dân.",vnexpress.net,Thời sự 
"Thuần rươi, trồng lúa trên ruộng hoang","Là người đầu tiên ở TP Hà Tĩnh quây ruộng hoang để bắt rươi kết hợp trồng lúa Nàng Xuân, ông Nguyễn Văn Hiển bị nhiều người nói ""đầu óc có vấn đề"".",vnexpress.net,Kinh tế 
Không thể xây nhà vì phải chờ kế hoạch sử dụng đất hàng năm,"Mất 3 năm, anh Nguyễn Công Khang chưa thể chuyển mục đích sử dụng cho 56 m2 đất để xây nhà vì phải chờ phê duyệt kế hoạch sử dụng đất hàng năm của huyện.",vnexpress.net,Đời sống 
Bất an vì sạt lở bờ sông,"Mỗi đêm sông Quảng Huế ngoạm 20 m đất, tiếng đất lở ầm ầm khiến người dân xã Đại An, huyện Đại Lộc, mất ăn mất ngủ.",vnexpress.net,Đời sống 
Dọn bùn sau lũ,"Lũ rút, bộ đội, công an cùng người dân Thừa Thiên Huế xuống đường dọn bùn non, rửa sạch đường sá, vật dụng.",vnexpress.net,Đời sống 
Nuôi cá tầm ở núi rừng Khe San,"Đầu tư hàng trăm triệu đồng đưa cá tầm Sapa về núi rừng Khe San, huyện Tiên Yên nuôi dưỡng, ông Trần Văn Mạ thu về cả tỷ đồng sau hơn một năm.",vnexpress.net,Đời sống 
Nông dân vùng cao đổi đời nhờ mô hình nuôi trồng kết hợp,"Không ít nông dân tại địa phương tăng thu nhập, ổn định cuộc sống nhờ mạnh dạn thay đổi cây trồng, vật nuôi có giá trị kinh tế cao.",vnexpress.net,Đời sống 
Sửa xe miễn phí sau mưa lũ ở Đà Nẵng,"Một nhóm thợ quê Quảng Nam và sinh viên Đại học Đông Á đến các chân cầu, nhà trọ, sửa xe máy miễn phí cho người dân Đà Nẵng sau mưa lũ.",vnexpress.net,Đời sống 
10 người chết do mưa lũ ở miền Trung,"10 người chết trong mưa lũ miền Trung, trong đó Đà Nẵng 6 người, hai trẻ ở Quảng Nam và hai người đàn ông ở Thừa Thiên Huế.",vnexpress.net,Đời sống 
Kênh thủy lợi bị trồi lên nửa mét,"Sau tiếng động lớn, khoảng 200 m kênh Thạch Nham ở xã Tịnh Trà, huyện Sơn Tịnh bị trồi lên nửa mét trong mưa lớn khiến nhiều người dân lo sợ.",vnexpress.net,Đời sống 
Cảnh sát vượt lũ đưa sản phụ đi đẻ,"Thấy ôtô chở chị Nguyễn Thị Ngọc đang trở dạ không thể đi qua đường ngập, cảnh sát giao thông lái xe chuyên dụng đưa sản phụ đi đẻ.",vnexpress.net,Đời sống 
